,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-555187669877280641,-6546787050052580484,4677417698542178243,2435024834845042614,-5954724412982705962,-7.126520323752765e+18
-548976469460064550,-1999468346928419252,-5879360586463363298,6844164348224220577,6783622248311192269,3.725311537110283e+17
-548495338204268789,-548495338204268789,8497861351486449784,-8520302351158933500,-8009994379436553252,-4.187268503708157e+18
-547324075613341407,-3114161754347804356,-2990485643677949494,4597139024287190193,381577463519666187,6.84746084143723e+18
-541666025693385823,-8311338126170554747,-1625217607550912638,1619468327065509360,3980405883168341377,-7.447329442374055e+18
-538948733779286129,-6151852268067518688,626121253933491500,511891900317865118,-8279505492976427918,-2.548446404469756e+18
-535029905294961110,-4270702541777554377,8340838192486391835,5684817723169964056,-8615008595949058842,2.0936560546223373e+18
-532999578436827210,6778168087818060600,-7033990154815318757,-1060990524105135617,4241385837165861843,-7.959318068735027e+18
-519908173368613957,-1192619987285372590,-8578355592291788601,-907419983362132448,-5570795524983603787,-4.748027149000767e+18
-518690781085251687,8637400873589298078,2335028422423709400,8565115980515859979,3564394485543941353,-5.678159351655491e+18
-502840688786875793,-3324787160651928845,7039033478836344543,-615862350872519037,-686679025328909441,6.187300944962737e+18
-498795758651788662,-1853084798056642222,-5017021199558167721,-1437952039441999695,8905656922810620012,-2.184022689343185e+18
-498521148402713730,-4765711818183276269,-6394075099886393346,-6858240061363309239,4151147085496712967,2.7977147250642896e+17
-486686184692655504,-3201623914150480647,717471739656838182,1639450243805666792,-6858240061363309239,6.870972580508513e+18
-462708537764773317,3980405883168341377,-5331421579623797776,-1312850681127865433,4869691310149728361,8.20066291979601e+18
-456574518348806233,1433951803438448289,8219310215587599928,-456574518348806233,8381798621267347902,-7.356135999773525e+18
-455124319026316634,-4920252354047555768,7351002593233940239,-907419983362132448,-5570795524983603787,5.314107418764884e+18
-454649054276160610,3702150017806959874,7905485530310717815,8565115980515859979,379773866860040428,2.313825045587318e+18
-450825503558460924,-2747266787901704910,1120323498091467525,751528815916485437,-42126282997118624,-6457517220721978.0
-447851796385928420,-8949113594875411859,-3169423801125605259,3032648342029994387,-3750879736572068916,4.419562057180693e+18
-435798809553722526,-3015446245469915661,490726311396224966,-3191013159715472435,-3959242148361340089,7.029834616968295e+18
-434149774629603391,-3351652027149912881,5092635400707338872,-8615008595949058842,6987435400166905688,8.685746777792504e+18
-427385793606723821,5239464617027010625,3548262914600772288,5831479026588423198,-1763986443823721481,-5.452374239565071e+18
-411378842607264055,8587620342631480154,-3513515650250501785,-2136400115854451336,-7277691357631151609,6.102826385978743e+18
-401664538366009049,8890720798209849691,6754417485681598974,-5410531116380081703,8076265166566225141,4.774970687540378e+18
-398780385766545248,1021466437456217445,-3428996085514172371,-5331421579623797776,3320201327008235211,-9.002191823887487e+18
-393060967458342665,-4130193294870737688,-635870441391555852,3715130189384008388,-2720012228333470715,-3.8758815348639887e+18
-389749390447363927,-2220859822082318562,-4893195573827770029,-3555513869558669392,5441077925667941052,6.943483335823457e+18
-387651900461462767,1796618361228441836,-3620251618670158123,5979676385148714519,-307396946333196366,-5.715266554592745e+18
-377975173223377441,5092635400707338872,-2871347907044769386,5111115201913219115,-3622715112759104312,-8.615008595949059e+18
-360529647164834348,-2440247087447106971,-5491334714953807444,1933229167501870037,2124033843135988844,1.7928645672572106e+17
-348408475077850711,-2587745393898245957,2847365042071859088,-5808672937983623398,-1312850681127865433,5.817939718364925e+18
-340541651592032197,967143806332397325,-340541651592032197,-3285620956704836473,4333668738649701866,4.546206336477095e+18
-339230353302835829,-6157984812065160219,-5622405819042018718,-5204755921272353160,7421641564256558176,2.2965156985654892e+18
-330801551666885085,-2139739377293212491,-2587745393898245957,-7766518409111702133,8200662919796009914,5.380540855517465e+18
-329139582593571060,-5691008411030226594,-3645539449929727083,-4975645025178552956,1317782055909095806,-7.48496077395192e+18
-327208414896292296,7655627888058923987,7270966256391553686,-2176468683077766369,-6142462826726347616,7.359520440231677e+18
-326357109758599578,-1383778823073811714,8872925201254666834,7140495736721533935,-3488100191290830083,-5.691384416070374e+18
-324861070284719256,-3037091822980174821,7962608766252092705,1971653634364577968,-5678159351655490918,2.4415555197161185e+18
-321691855821364131,-7322744040992592407,-8763351865833452031,-6878119266243511199,-8099709040471107382,3.8232683277044127e+18
-310216403933861245,3361679265573758500,-5350793437550886525,-8686523832043452855,-1852234953549915446,6.240076106289531e+18
-307396946333196366,-5314778455998444995,3884256359744615997,-4575943417765899041,5947470908330062710,8.181531374206668e+18
-306538960798971040,7532891417681708371,6075137928366965854,-9033346036688923648,-2377881752614744441,-2.9763097144462433e+18
-292870452169977398,-2896441888220202695,9033884391004475493,4315784099325221836,163780025692404854,1.5367984722393644e+18
-282629989972409543,-6468782714472551646,-4866987227632887920,3241240229241793423,-5845411843260276924,3.6182059201795773e+18
-277169424764188814,-7051470020148066326,65053321054180411,9122627895188486603,5350829677696205474,-4.6006113448223944e+18
-273156842634169039,4235212484048164433,3742318026370211556,5322532051893153382,-273156842634169039,7.933362470375281e+18
-271938775771328391,-8669770849634489893,-8497895589300643949,-4625438649010928449,3032648342029994387,2.602221055863892e+18
-266262937631881148,-9056114023474725450,4037478513037442964,-115909536143817330,-8502883448980287228,6.868454399455434e+18
-264519121623606417,-1081723567492738167,9151634133568930081,8878031598946138458,-9041823059579281174,-4.485188959476061e+18
-254088699629065171,-6725796505137573953,6484776051882277624,1457728991321948254,3470393457385461859,-7.051470020148066e+18
-241724866433160984,-1104501717379772664,8659918766210334195,2359690284139785648,-3295913657316686039,3.086800924266336e+18
-240359174314633445,4437902912817080687,-6397413461412629080,-5676280017759875198,-7875485745277808506,-2.307670819023106e+18
-229081393244987789,-1088742830039453732,-2697906762425596568,-2118981143119783447,-1917202688559171732,-1.1045017173797727e+18
-205193648629294862,-21036008762564671,7421641564256558176,6040574489860277999,-3460883803089049921,2.121807307434668e+18
-197504840924463488,6607431762270322325,-645584250289067285,1536798472239364319,163780025692404854,9.033884391004475e+18
-170687954910264210,5901067357946111913,8402348887626635381,-6359164149051198083,-6643406494673362190,-5.039153034159657e+18
-169274570747753943,-7448252416950961815,-2090760089450762391,7655627888058923987,7062745737910050042,4.277778562135834e+18
-158184760257182670,1698483880714927645,-6878119266243511199,7238948407563080770,430255078684584595,1.6629170277859203e+18
-156577302871365261,6984066580750577207,3618271604906293310,1729892529360390310,4338940510328721138,2.3759504387538514e+18
-145625979744144572,8095004770374551394,3436241621287351574,179286456725721055,4677417698542178243,8.174678078757706e+17
-133139342397538859,-6783772548752091658,8042182000167325833,-8819557474068526071,1854874463930846880,-8.742648016180281e+18
-115909536143817330,-8502883448980287228,6034099213718885791,6634206168889468590,885269153482673496,6.908884359295619e+18
-115892576593938933,3399073250354435892,6634206168889468590,6908884359295619150,7303676031229268527,7.203367456821805e+18
-96719740408441346,5302085907556673015,-4278025512576376201,6643427232964983922,1854874463930846880,2.719909253419802e+18
-92787874211637246,-4615575698508618335,8596997246990922861,8754824745136110042,9217155070834564627,-7.454907763335725e+18
-91139000311163410,6034099213718885791,-8502883448980287228,-115909536143817330,8905656922810620012,-6.863138929434706e+18
-89955207814154444,7024819429467163565,5379671084978512851,7938100642081250873,-5181489804915739633,-1.1376027008036015e+18
-88303961787201909,2572662123697831414,-6742146164569753679,6716649347760033969,2858969450431709251,-9.861937093307588e+17
-86767468210285959,-86767468210285959,5929055844564382383,-5458316826145145813,2096088841518695759,-5.628343274127925e+18
-78667914647336721,2841545035570793472,7206850235815254159,6227065897176996407,2639926854188906104,1.6394502438056668e+18
-78422372027822130,-1383778823073811714,8872925201254666834,7140495736721533935,-3488100191290830083,3.486326828128663e+17
-78066964941874046,4068119742428755460,5217724704513784613,-2740396993975951758,-6400214860728938634,6.664082205633624e+18
-74366709451305894,2379460324923679020,-9184137057748005562,3116298625885250927,-3351652027149912881,6.577790800330417e+17
-72844094766108869,-1068603220639552685,-1463025432902754108,-6466212324513658217,-8801071115335368509,5.726008417498979e+18
-70211258489242437,7024819429467163565,-9041546321432974047,9217155070834564627,-89955207814154444,2.2965156985654892e+18
-57452526663870593,-1165347641456093580,-3548152957882579401,-5578229678262992168,-43795168179752761,4.4855715478658647e+18
-55755961199248325,-2090760089450762391,307952468886079288,7062745737910050042,-7448252416950961815,3.9658185991697265e+18
-48842168049882829,1618055575277164008,-4507929853521434970,-1178371721262103855,-2059465483219605309,-5.895530418852363e+18
-48321713734223478,3972616933829295411,7965539599896143226,-7255737497176527784,-6875247493073242590,5.806996498600224e+18
-44082375822273498,1485652648052127324,-7529178973676767391,8065912276310959188,3097721536109455446,-8.996656559398843e+18
-43795168179752761,-3544655814153481738,-1165347641456093580,-9103776596534246502,-7925445844362296966,6.650072898902843e+18
-42126282997118624,-6457517220721978,1120323498091467525,-2747266787901704910,751528815916485437,-4.508255035584609e+17
-39485845307123560,817467807875770568,6059546463839992340,-2797708685347481851,-4095842175692097942,6.514150672874342e+18
-36844712915106340,-6133746337603876146,809601605585939618,-454649054276160610,-327208414896292296,5.333141914314969e+18
-33740349536513960,2293315701090958124,-6499865726739947794,-8099709040471107382,-1861959619649725543,3.8232683277044127e+18
-23817016428727099,2668385070649954934,-5204755921272353160,8267509427016592713,-1165347641456093580,4.3720311824938025e+18
-21036008762564671,-205193648629294862,7421641564256558176,-9222795471790223670,4345055131254210605,-3.46088380308905e+18
-14569272361926584,569574447134368517,3660989387512978561,8869347744613364434,-2808959554282640221,3.714350889740403e+18
-7527881206365368,6377566860234930618,4909630283317268181,-5786811453218931415,-6584408680441477889,2.1032686129489106e+18
-6457517220721978,-2747266787901704910,1120323498091467525,-42126282997118624,3608243634452078989,-4.508255035584609e+17
-5924996404988010,-6792965795755857419,288653248451617914,3041906492387035176,1031060816592502094,8.076265166566225e+18
-2871288807409592,7124632953201847659,643905832258297060,-4126288159365354498,9032993320407723266,-8.141818108252245e+18
-1523691178084871,-7900768082301348135,-1804728901674946596,1431351528207086249,-1868297195590431285,4.4630255283743524e+18
-1038011342017850,1854874463930846880,-3705763041224967421,3196303498841885455,2156244701966673186,-7.809508238092432e+18
1984587708208773,6643427232964983922,6377566860234930618,-6124198068300347794,4909630283317268181,7.641160211561468e+17
9178250635927683,1851975995406778464,4786732753690611738,6999813113145211708,-5679515279292214033,9.158289456544908e+18
10247031220756478,-4948201003470936673,4234941042749452539,5928346445655989915,3073610766179441483,8.938071859536255e+18
18738895644634365,1829180586132834070,6099026883115865746,8065912276310959188,-8578355592291788601,3.655711435979939e+17
18930987176089166,-4740532350684079805,6576868026875674101,1772786465683785304,-4070599188332885701,3.1728664888528886e+18
30461094217357731,-8739701156093513292,-8041742992841055506,-7876497512693688413,4084131344684656470,-5.82471538642478e+17
31349081826574004,-7655127094029937288,-1338957937839941365,-8641360668993633978,-4608017393995766765,2.8676057062984986e+18
33271019004198538,2998023988107018635,-7371144664961016145,-1537223691132357350,8729086959762650511,8.267485844473761e+17
34557439830244258,-8343581376353287618,1061238072586805321,1971653634364577968,-2766592729910903198,1.1147917146562829e+18
39554158227241538,5468598741732935699,6941466664989793964,-9190737901804729417,1525988103928186217,-4.4785179638592845e+17
54211792749134075,2399228553079505025,-44082375822273498,5442191984600038712,1580124381109623727,3.0977215361094554e+18
54678605145828343,-4316394955033262743,6793894801847439981,2879555397105020076,8120046881003900118,-6.11575210610557e+18
65053321054180411,-4600611344822394376,9122627895188486603,7555106864392724379,-844797936291539016,-7.051470020148066e+18
80435662809978246,-2747266787901704910,5109221095427625188,-6566175321434139682,-7565625515044903967,-1.6690987077767255e+18
84318068629167514,9191014301634017491,8310689940464940949,-8933526098329881084,-2855218766021441159,2.5086200553623004e+18
90383487344892230,-5729915270134094048,-4831310174172854034,-6772940823843058601,-816352740763488513,4.532698165746827e+18
91241469839881699,-7155846267321183721,-6359164149051198083,1653300339718932603,1554619040289415222,4.702466408529037e+18
98528655405030624,2265761247530716287,1632166079091127830,5714055337338770799,-5836228373063558898,5.1485883255525165e+17
119886322445874454,-5756697018315640725,7664140604181040222,-879594538384021068,8042182000167325833,1.1180482473340384e+18
123378787151399958,2608740049979127115,-8651474460024926245,171877380813632915,5446022903655412342,2.2965156985654892e+18
127799031949294618,357449794379078687,7062745737910050042,-7666273193533605701,-8189315446782327370,-4.379516817975276e+16
139485217095648183,-907419983362132448,-5570795524983603787,-8353590933060505654,-4920252354047555768,-4.551243190263166e+17
141806940259458424,-3832772858396854546,307952468886079288,7906867252266782644,-2090760089450762391,-3.4875009070593316e+18
153466256338950062,-4930542581518647030,6658481071718074876,4717008760225392411,-1473180765724334454,3.353902017498794e+18
156889606517612871,-4320251915347436672,5518462222339671372,-1383778823073811714,-8202212195240926680,4.751741894255718e+18
161784308223385549,7207307032404768106,-1606909838151129701,1525988103928186217,2121807307434667949,-9.071883412530083e+18
162771765556771108,-4316394955033262743,3017826600888052926,1487738553913510703,-6634868367571835312,-8.099145207792679e+18
163780025692404854,1536798472239364319,163780025692404854,4315784099325221836,-9099155556042679205,4.59713902428719e+18
167668355036921406,-2864378895481874465,722931447608069342,-266262937631881148,3256054536066714292,-2.247142819145311e+18
171877380813632915,3465127447598546258,4303142677581479651,1362723651715193305,-7454907763335725103,5.156657166068503e+18
174707786647990372,5135371516547401748,-5283011611531067471,-5017021199558167721,-6999287066519531005,6.195056361889291e+18
179286456725721055,5111115201913219115,-3622715112759104312,-2440547657721869309,4544213501105457932,8.968837261991914e+18
186710613029854965,-7780475830807410936,-6546787050052580484,1681163606115593313,2435024834845042614,4.677417698542178e+18
190366396794861214,2173307133640600082,5191381587333696286,1003778007373126185,5322532051893153382,7.933362470375281e+18
201515581783532281,-8009527121402763559,-377975173223377441,-2423593292146522678,3296513714237850943,-9.128652074338369e+18
204997192300542382,7359386552064322134,-2800563841840387504,7511744555558105059,-9040419159428373932,-9.152398073968262e+18
207910079054861295,6407605752151817831,-1449104782233586994,8300126456272756546,-844797936291539016,3.116298625885251e+18
215332765550420709,215332765550420709,-7034660627992927630,-4864344772765973009,-614408900691920886,4.817624205684041e+18
216869981229779312,9217155070834564627,2731915238980099593,9151634133568930081,-7380550029266431533,5.684817723169964e+18
223316996491584050,-266262937631881148,885269153482673496,3399073250354435892,7303676031229268527,1.8529926371407055e+18
230807360572081472,-3211843544085892873,4437902912817080687,6521856301289868251,2124033843135988844,9.15163413356893e+18
231281690254211527,1737303669706106633,-1181242543195516037,2867605706298498445,-8876785823151614444,5.669290109546992e+18
240943776326872028,7421641564256558176,-3875881534863988868,-9071883412530082330,-3460883803089049921,6.040574489860278e+18
270443693434886127,-8418620743404378592,-4265002939801511319,8870251820986769829,1120323498091467525,-6457517220721978.0
279771472506428952,-4765711818183276269,-1981734999963962468,-8377626164558006982,-8085935119790093311,-4.985211484027137e+17
286115624311598644,-3367778232969996503,1797385737206265555,-4761420664091904483,2317969739828155334,1.0998094089216532e+18
288653248451617914,6059546463839992340,-8123488152283046553,-39485845307123560,817467807875770568,-2.7977086853474816e+18
300937643051923212,-5331421579623797776,-9002191823887486987,5380540855517464621,-2139739377293212491,5.817939718364925e+18
307952468886079288,3965818599169726564,-587747935064273401,3510349622718287202,-9153494109165200346,8.946250624470221e+18
310515487419366995,8038154459609789205,-5573840044320724169,-6727357771678896471,-5331421579623797776,3.9804058831683415e+18
319340024738595907,-7447329442374055391,8946250624470221174,-2139739377293212491,3801064060797809024,8.20066291979601e+18
321193326651975856,-1444481301861872291,4716135688735489427,3662832673570108627,-5799839529845993396,3.4720324658640143e+18
335910242745901755,3437437537867086722,-5500597021296520708,-5781461435447152359,-6792965795755857419,7.986490214699944e+18
348632682812866328,6638782839540370044,-8052188270551570124,-78422372027822130,-5154395767417065070,8.938071859536255e+18
357449794379078687,4579557799493615039,127799031949294618,-4974757204495953627,-1617279065634731389,2.4579396099726234e+18
358192030955601318,-7905002887579197656,-6245524727898921842,-2577148567706202814,-5581910915745827384,-1.1505912292503186e+18
362899217568283146,362899217568283146,6070279813975953742,-5605799891597699962,-8762137947059829459,6.227065897176997e+18
363303724138208407,363303724138208407,2531450382701518075,8708452471825540133,-7193893108516217330,4.644672909721737e+18
363798057559041921,2623290164732957912,6778168087818060600,-7033990154815318757,-8377626164558006982,-7.959318068735027e+18
365571143597993923,-1104501717379772664,-3269885695260066314,-229081393244987789,4575580212020245658,-7.371144664961016e+18
372531153711028286,-1999468346928419252,7065704533945771463,-548976469460064550,457505998997890101,6.84416434822422e+18
372648779227126668,-5989749314869037016,-6313130301986591995,9028580484484026894,-6171950598721418038,-8.418620743404378e+18
374352050712569304,657779080033041603,-8797444257711529901,8118799783881928573,2271793263120018251,6.652210819857467e+18
374674704202038318,6186282670048283099,-8467102776052559275,5263606973029607223,-7387185690512762935,2.025471325746532e+18
378386436485699053,8869575677747285539,7140495736721533935,1115750778137998115,5779887740609126631,-6.096307037126839e+18
379773866860040428,2255603060224026824,3702150017806959874,4153717385931831462,-1313614305945895108,4.117174730087083e+18
381577463519666187,-547324075613341407,4139191914110236238,7255021292858609470,-1021685224930603833,-4.975645025178553e+18
384967563509172020,8267509427016592713,-5204755921272353160,-1033806831489252007,4631867115963052211,-2.38170164287271e+16
385212706171385893,4106497696154898573,-1820269894165785259,-5009578843275173733,-2683134512107439488,2.2448946752662766e+18
393734797767236089,-5078536505040226358,-927862226557602150,4247196691613374764,4307433444610636421,-2.358756719610362e+18
400125073514833994,7851022564818849560,-7217198366041991957,1283472251609674486,3618271604906293310,4.629488036162962e+18
408283689595887456,-44082375822273498,4317140528951861957,8494390949377713372,-5618100784509704440,-8.641360668993634e+18
408569329455206654,-4749032095489327822,-455124319026316634,7351002593233940239,-3134743773662773628,1.6629170277859203e+18
409265364477466508,-8286289711960957081,6650072898902843826,2051327203770554158,-7925445844362296966,6.54155198436829e+18
428486625959995206,5761988486867612282,-5055745575969002313,-3920984929373505016,8028897172674067530,-9.126819253848192e+17
430255078684584595,1431351528207086249,-1804728901674946596,-7900768082301348135,-1868297195590431285,4.4630255283743524e+18
444378495316508239,-7620438371471449873,-455124319026316634,288653248451617914,-7165716941095296287,7.35100259323394e+18
457505998997890101,-5150441845583002912,372531153711028286,7065704533945771463,790210667253898984,6.84416434822422e+18
459008865413659388,4644184613269860655,-1669098707776725430,4654349179360175629,2639926854188906104,-2.3332438574995866e+18
464601875539492971,7083316110921342538,-6180514744351188891,-894273917655637623,1719976830095479814,-5.345231991504931e+18
484986956330644320,7965539599896143226,-9080873096647717414,-7255737497176527784,1954991916791271993,-8.244000618837043e+18
489290927107045539,3365858042237188987,3116298625885250927,-4458371007893120981,-3351652027149912881,7.804826445069771e+18
490726311396224966,-435798809553722526,-3191013159715472435,-5088157426675091741,5322532051893153382,-5.702535287667979e+18
491373795166252904,524776334673868069,-5253644367331262405,7155061818771055780,7238948407563080770,-9.033211547111606e+18
505090987429665116,5009420943344705199,7454130161726657097,541470630329465127,-7485130558326482162,-1.0817235674927382e+18
511891900317865118,-587747935064273401,-3620251618670158123,2474876390020567211,-5314778455998444995,-9.1534941091652e+18
514858832555251637,514858832555251637,2265761247530716287,-5637143900506554933,-3751249597609107201,6.757348772114375e+18
515531013045220470,-8286289711960957081,-9103776596534246502,-340541651592032197,-3854488592949785912,8.057379878708189e+18
521382866757596943,-4740532350684079805,-3723217532224917485,-4070599188332885701,-6726685468116057064,1.959495508923904e+18
524776334673868069,6987435400166905688,-6570327055377820618,491373795166252904,1525777409079968377,-6.244754482621048e+18
532564948976818124,1220948775534529013,-70211258489242437,-5071600977095793163,2731915238980099593,9.217155070834565e+18
539980615899429566,-1306208577536428610,881166463209244600,895442114569096829,-1870456025059842373,-4.218676349553328e+18
541470630329465127,-7564053678326007415,-6752460077509522132,-8278633353687754322,-8510490754427841940,-7.485130558326482e+18
549631724393582960,-2871288807409592,-4770861947600256785,6847460841437230342,-4126288159365354498,-2.9904856436779494e+18
564282370384747453,2639926854188906104,-1669098707776725430,-2323511129839590090,-6858665134018491791,-7.195227263752331e+18
569574447134368517,-5160830061297425098,-8627051188605351707,2277184202014276839,1828340614995116767,8.72908695976265e+18
589254894302309232,7828019124127586556,8295457724580096419,-8980834789053459155,5834671664627894569,8.43313115656913e+18
607684800821303652,4671890082953295903,-3130182799308303924,-4186591400427142356,1436883058900979473,3.6182059201795773e+18
621816023396605502,-2038869595290705317,-6380034335041404646,-7043209138459666190,-8800029253812071912,7.342707578347443e+18
623421554979899217,-6245524727898921842,-7905002887579197656,-2577148567706202814,-5581910915745827384,8.89803173087339e+18
626121253933491500,5018472516978866574,-6810702648836067504,4045164454094417310,-6009377241272750648,-4.3368774325399634e+18
638282658987724754,8878031598946138458,9151634133568930081,5827857898404399503,8754824745136110042,-1.0817235674927382e+18
643905832258297060,7124632953201847659,-2871288807409592,9032993320407723266,4125609302375934769,-8.141818108252245e+18
654383168348870348,5658615529969625284,6798386551136144335,-569322218183730892,-6171950598721418038,-3.10507554786352e+18
657779080033041603,2271793263120018251,6652210819857467321,-8797444257711529901,-1911407455198985777,1.5470367062506493e+18
660451400045043370,5761988486867612282,-8996656559398843485,5681075485882787671,-8578355592291788601,-4.748027149000767e+18
667643281369196267,2262656830196923781,-8031358134051918098,-5848755753905481990,-2740396993975951758,6.52415708893914e+18
668505019835540303,4973921475467086339,54678605145828343,-4483059513836093676,9128267824356972069,1.4339518034384484e+18
672199059798181601,-6074661548047199165,5232169374213306041,-5411404485622449820,-5289386635926629588,-8.935051432668167e+18
679005777543560737,-2059465483219605309,-6526049170878205106,9191014301634017491,-9184137057748005562,8.233465999590288e+18
685073630661800600,-6466212324513658217,-1463025432902754108,7401798504722165526,5726008417498979736,7.850245260835292e+18
687641199951066750,3578170066555585515,7804826445069770894,4241385837165861843,-254088699629065171,3.365858042237189e+18
711995695898078056,-4158297476631283435,-5686522658459155544,-2114113759134837010,-825802007843492131,-2.548446404469756e+18
717471739656838182,-6005035774300213929,-8964534883296838326,1805849336099641652,-1483274517395674620,7.088167897470453e+18
719128783277038733,1431351528207086249,-1868297195590431285,-1804728901674946596,-7900768082301348135,4.4630255283743524e+18
722931447608069342,-2864378895481874465,5442191984600038712,1485652648052127324,-44082375822273498,-7.04207805020693e+18
734632752661830332,4786732753690611738,-5161313513317812402,6999813113145211708,8754824745136110042,-6.051144382063849e+17
738761744030347929,-569322218183730892,8881733945001664941,5658615529969625284,6798386551136144335,-3.10507554786352e+18
739747367187387064,-7101541512657907485,4119190424078847945,8471417198703153120,7174452660053929140,-6.451309518266745e+18
751528815916485437,-42126282997118624,-450825503558460924,-6840859460575237450,-3785072380450959101,-6457517220721978.0
764116021156146784,6377566860234930618,4909630283317268181,5037221949349729844,-8412113620940365599,5.302085907556673e+18
784265334245910688,4633013345375349272,8898031730873390440,2388097612905924826,-4050006690189978332,7.277161137091493e+18
786135087362634258,-7685837606421530296,7973573994178035769,-6192959589652486637,1318981494172475806,-3.170855186954139e+18
787067277772219433,-9105040345021932755,6195056361889291497,6908884359295619150,-8686523832043452855,3.399073250354436e+18
790210667253898984,5779887740609126631,-906467637324626408,378386436485699053,-729129249377835720,8.355302955998804e+18
809601605585939618,-1565401790888834000,-7259527987837041658,3205047378909988692,8690601908689146128,-4.76063963502325e+18
817145340976958200,7544768317373280661,1698483880714927645,-8800029253812071912,-3114161754347804356,-5.484953382042688e+17
817467807875770568,-2797708685347481851,6059546463839992340,-39485845307123560,-6792965795755857419,-5.115041394506292e+18
826748584447376099,-5283011611531067471,-9056114023474725450,5135371516547401748,-3660106964555224100,4.5553391167515796e+18
833256912680066502,1662917027785920354,1595230810451459837,-3697359635590244386,3761187656635209729,1.9540749273768973e+18
834896074125772354,-9099155556042679205,-2896441888220202695,-5691008411030226594,4774970687540378081,8.789407896263306e+18
865977730460714234,5338575284381070077,363303724138208407,-5345231991504930502,7083316110921342538,-3.3367556170293e+18
880612740433495828,8586403905004879205,6044362651232258738,8224860111193157980,-5952729859839521828,-8.771338872124599e+18
881166463209244600,-1306208577536428610,895442114569096829,-6644783190271298310,539980615899429566,-4.218676349553328e+18
882422233694040097,-1638122353599615846,6620060201676471218,4118743389464105405,-894273917655637623,1.7199768300954798e+18
885269153482673496,7203367456821804602,7303676031229268527,3399073250354435892,885269153482673496,6.634206168889469e+18
886450434856305025,-6564402465035266866,-2424983931459616622,5211673327552264703,-4024233104105796278,6.587635730509289e+18
895442114569096829,7790567704847993284,-1306208577536428610,-6644783190271298310,881166463209244600,5.99866115846171e+18
896159636285333275,7835346487062622787,5669290109546991426,-4608017393995766765,9213260650272029784,1.7373036697061066e+18
897043351348716074,-7078081008943106850,-9147114693160126293,-1243978819371381632,-43795168179752761,-1.6584886480092168e+18
909703879562824170,-1638122353599615846,7083316110921342538,-5345231991504930502,-894273917655637623,1.7199768300954798e+18
910894669274456978,5379671084978512851,7804826445069770894,5913609969272242724,3365858042237188987,-7.165716941095296e+18
911037455259135591,-1181242543195516037,-8876785823151614444,1737303669706106633,7529823674661315431,8.659918766210334e+18
914293752636521893,-5678159351655490918,-2430153190648595765,1431351528207086249,2335028422423709400,-7.900768082301348e+18
921770761777842242,-4205346868684833897,-264519121623606417,9222265156747237864,6428429126612898364,5.619269934194012e+18
943818026930898372,4139191914110236238,-547324075613341407,-4975645025178552956,381577463519666187,5.401376580769091e+18
957332268361319692,-9172673334835262304,-9153494109165200346,-823697973575832204,8886002764685330098,6.644171916702622e+18
962287586799267519,564282370384747453,8974280745225397183,-1101361754763388054,8779890754987103603,-5.847687782206566e+18
966067567430037498,-5778988730475305016,2764830801602925772,-3410781775610270991,3269302169678465882,-9.002191823887487e+18
967143806332397325,967143806332397325,-340541651592032197,-3285620956704836473,4333668738649701866,4.546206336477095e+18
972258375127367383,6650072898902843826,2051327203770554158,4546206336477094824,-340541651592032197,-9.103776596534246e+18
980458131533897249,409265364477466508,1328618437884612347,1751822544912242581,-1668558678125613329,2.2448946752662766e+18
991271693336573226,-2314360211211303885,1990052153136096105,2709926970543371965,-8412113620940365599,1.5770454252868887e+18
1002673045600956890,8210960017870928723,-7380550029266431533,2901480192726556992,-7051470020148066326,7.454130161726658e+18
1003778007373126185,363303724138208407,2531450382701518075,8708452471825540133,-7193893108516217330,4.644672909721737e+18
1005751836898964351,65053321054180411,-3428996085514172371,5350829677696205474,9122627895188486603,-1.9017424952523249e+18
1012456848389051365,8402348887626635381,2215773447123360543,5940374562401786524,-3324787160651928845,-5.039153034159657e+18
1019706997674210703,-9153494109165200346,-9172673334835262304,-592655813177747831,-823697973575832204,3.9658185991697265e+18
1021466437456217445,1440793148901830221,8527071648070448758,5082053563644129584,-5331421579623797776,3.801064060797809e+18
1021946628105173582,-1557920564469956829,-793729620925729327,3818189513627822856,-1291869519847635026,-4.145260601063546e+18
1024145536490998555,-1306208577536428610,895442114569096829,-4218676349553328084,881166463209244600,-6.644783190271299e+18
1031060816592502094,1999466695269209462,6059546463839992340,288653248451617914,817467807875770568,-2.7977086853474816e+18
1038118700785242153,6892866957050839435,-6902744509271060072,-8996656559398843485,-39485845307123560,-4.748027149000767e+18
1041289933344278866,6847460841437230342,5314107418764884230,7606744605433799135,-3114161754347804356,-7.384231993217223e+18
1058405970043104639,2623290164732957912,5237574390644778994,-8123434787655959885,4241385837165861843,4.625350031392753e+18
1059874396577697902,7138108653908662095,7401798504722165526,-4673604375671208816,8938071859536254465,3.0736107661794417e+18
1060159005880386235,-4831310174172854034,-6523871595334455509,3495098006178009360,-6772940823843058601,9.038348734489222e+16
1061238072586805321,-3125361793069842594,-8343581376353287618,34557439830244258,-1557461511205521728,1.971653634364578e+18
1083474613819325601,8545647269051113523,4121807259563748287,-4187268503708157132,-4316394955033262743,9.128267824356973e+18
1099809408921653201,-3920984929373505016,-8913397556833789413,-9020955625521881630,5681075485882787671,-1.1653476414560937e+18
